,name,sku,price
65,"VDO 333959 Cockpit Series 2-1/16"" 8000 Rpm Tachometer Gauge",VDO333959,119.9500
66,Empi 16-9290 Electric Speedometer To Cable Conversion Kit,VDO340011,139.9500
67,VDO 340020 Speedometer Inductive Sending Unit 120Mph,VDO340020,84.9500
68,"VDO 350040 Cockpit Series 2-1/16"" 80 PSI Oil Pressure Gauge",VDO350040,49.9500
69,"VDO 350041 Cockpit Series 2-1/16"" 150 PSI Oil Pressure Gauge",VDO350041,49.9500
70,VDO 360006 Oil Pressure Sender 80 PSI With 7 PSI Warning Contact F/Idiot Light,VDO360006,54.9500
71,VDO 360023 Oil Pressure Sender 150 PSI With 7 PSI Warning Contact F/Idiot Light,VDO360023,54.9500
72,"VDO 437050 Cockpit Series 3-1/8"" Speedometer Gauge",VDO437050,189.9500
73,"VDO 437052 Cockpit Series 3-3/8"" Speedometer Gauge",VDO437052,189.9500
74,"VDO 437053 Cockpit Series 3-3/8"" Speedometer Gauge",VDO437053,189.9500
75,"VDO 600802 Bulb, 9/32"" (7mm) 12 Volt, 2 Watt, 4 Pack",VDO600802,18.9500
76,"VDO 600804 Bulb, 11/32"" (9mm) 12 Volt, 2 Watt, 4 Pack",VDO600804,19.9500
77,"VDO 600815 Bulb, Wedge Base/Peanut Style, 12 Volt, 3 Watt, 4 Pack",VDO600815,18.9500
78,"VDO 600819 Insulated Bulb Socket/Holder For VDO 600804 11/32"" Bulb, Each",VDO600819,19.9500
79,"VDO 600839 Insulated Bulb Socket/Holder For VDO 600815 Peanut Bulb, Each",VDO600839,18.9500
80,"Latest Rage 941321 Chrome 5"" Headlight Bucket 12 Volt H3 55W Sport Light",AC941321,56.4400
81,"Bullet Chrome Light With Visor, Clear Lens With 50W Bulb. Each",AC941499,39.9500
82,Replacement Bulb Off-Road Light,AC941570,12.9500
83,"Red Indicator Light With Chrome Bezel Ring 1/2"" Mounting Hole",AC903060,9.9500
84,"Amber Indicator Light With Chrome Bezel Ring 1/2"" Mounting Hole",AC903061,9.9500
85,"Green Indicator Light With Chrome Bezel Ring 1/2"" Mounting Hole",AC903062,9.9500
86,"Blue Indicator Light With Chrome Bezel Ring 1/2"" Mounting Hole",AC903063,9.9500
87,"Red Indicator Light With Chrome Bezel Ring 1"" Mounting Hole",AC903064,12.9500
88,"Amber Indicator Light With Chrome Bezel Ring 1"" Mounting Hole",AC903065,12.9500
89,"Green Indicator Light With Chrome Bezel Ring 1"" Mounting Hole",AC903066,12.9500
90,"Blue Indicator Light With Chrome Bezel Ring 1"" Mounting Hole",AC903067,12.9500
91,Universal Heavy Duty 3 Position Keyed Ignition Switch,AC903100,19.9500
92,"Amber Led Bulbs With Amber Lens For Chrome Mini Sand Rail Tail Lights, Each",AC945180A,16.9500
93,"Red Led Bulbs With Red Lens For Chrome Mini Sand Rail Tail Lights, Each",AC945180R,16.9500
94,"Led Mini Tail Lights - Chrome Housing-Amber Lens-Amber Bulbs, Pair",AC945186A,39.9500
95,"Led Mini Tail Lights - Chrome Housing-Clear Lens-Amber Bulbs, Pair",AC945186CA,39.9500
96,"Led Mini Tail Lights - Chrome Housing-Clear Lens-Red Bulbs, Pair",AC945186CR,39.9500
97,"Led Mini Tail Lights - Chrome Housing-Red Lens-Red Bulbs, Pair",AC945186R,39.9500
98,"Empi 9498 Chrome Tail Light Cover For 4"" Off-road Round Lights, Pair",AC945191,24.9500
99,"LED Off-Road Lights, Amber Lens Amber Lights & Chrome Housing, Pair",AC945192A,69.9500
100,"LED Off-Road Lights, Blue Lens Blue Lights & Chrome Housing, Pair",AC945192B,69.9500
101,"LED Off-Road Lights, Clear Lens Amber Lights & Chrome Housing, Pair",AC945192CA,69.9500
102,"LED Off-Road Lights, Clear Lens Blue Lights & Chrome Housing, Pair",AC945192CB,69.9500
103,"LED Off-Road Lights, Clear Lens Red Lights & Chrome Housing, Pair",AC945192CR,69.9500
104,"LED Off-Road Lights, Red Lens Red Lights & Chrome Housing, Pair",AC945192R,69.9500
105,"4"" Off-Road Light With Amber Lens And Chrome Housing, Pair",AC945194A,39.9500
106,"4"" Off-Road Light With Blue Lens And Chrome Housing, Pair",AC945194B,39.9500
107,"4"" Off-Road Light With Red Lens And Black Housing, Pair",AC945194P,34.9500
108,"4"" Off-Road Light With Red Lens And Chrome Housing, Pair",AC945194R,39.9500
109,Volkswagen Alternator/Generator Stock Pulley Shim - Set 10,903131111A,12.9500
110,Empi 98-9012 Black Generator/Alternator Pulley W/Air Fins/Air-cooled Vw Engines,AC903111F,39.9500
111,Empi 16-9706 Black Anodized Billet Generator/Alternator Pulley Air-cooled Vw,AC903112B,49.9500
112,Empi 16-9707 Polished Billet Generator/Alternator Pulley Air-cooled Vw Engines,AC903112C,49.9500
113,Empi 16-9708 Special Chrome Pulley Nut For Billet Aluminum Pulleys,AC903112N,12.9500
114,"Empi 16-9709 Special Pulley Shims For Empi Billet Aluminum Pulleys, Set Of 5",AC903112S,9.9500
115,"Empi 9057 Black 3 Piece Alternator Backing Plate Set, Air-cooled Vw Engines",AC903583B,29.9500
116,Stainless Steel Pulley Nut For Standard Vw Alternator/Generator Pulley,AC903860,24.9500
117,Bosch 12 Volt Regulator For Classic Air-cooled Volkswagen With Generator,BOS30019,42.9500
118,55 Amp Alternator - Air-cooled Vw Engines/Bug/Ghia/Early Bus,BOSAL82X,126.9500
119,Chrome 55 Amp Alternator - Air-cooled Vw Engines/Bug/Ghia/Early Bus,BOSAL82X-55C,149.9500
120,75 Amp Alternator - Air-cooled Vw Engines/Bug/Ghia/Early Bus,BOSAL82X-75,146.9500
121,Chrome 75 Amp Alternator - Air-cooled Vw Engines/Bug/Ghia/Early Bus,BOSAL82X-75C,168.9500
122,"Bosch New GR15N 12 Volt Generator Classic Volkswagen Bug, Ghia, Early Vw Bus",BOSGR15NB,239.9500
123,Bosch Rebuilt GR17X 12 Volt Generator Classic Air-cooled Volkswagen Bus 1968-71,BOSGR17X,209.9500
124,Woodruff Keys For Alternator Pulleys And Fans,FASN127051,7.9500
125,8 Pole Fuse Box 1961-1966 Volkswagen Bug / Beetle,937505111A,29.9500
126,10 Pole Fuse Box 1967-1971 Volkswagen Bug / Beetle,937505111F,36.9500
127,12 Pole Fuse Box 1972 Volkswagen Bug / Beetle,937505111L,46.9500
128,Rear License Light Lens Only - Type 1 Vw Bug 1964-1979,943121311,9.9500
129,Rear License Light Lens Assembly - Type 1 Vw Bug 1964-1979,943121311A,14.9500
130,Volkswagen Stock Fuse Kit 8 / 16 / 25 Amp,AC990001,14.9500
131,Empi 98-1063 Headlight Housing Assembly Vw Bug 1950-1966 Vw Bus 1950-1967,941037111C,52.9500
132,"Empi 98-1064 Headlight Housing Bucket Vw Bug, Vw Ghia, Vw Bus Vw Squareback",941041141,39.9500
133,"Empi 98-2059 Early Vw Bug Chrome Headlight Ring 1950-1966, Both Screws On Bottom",941111111,21.9500
134,"Empi 98-2060  Early Vw Bug Chrome Headlight Ring 1950-1966, Screws Top/Bottom",941111111B,21.9500
135,Early Volkswagen Stock Headlight Glass Lens 1949-1966,941115111H,26.9500
136,Early Volkswagen H-4 Style Headlight Glass Lens 1949-1966,941115111H4,26.9500
137,Early Volkswagen Stock Cibie Headlight Glass Lens 1949-1966,941115111HCB,26.9500
138,Early Volkswagen Porsche Style Headlight Glass Lens 1949-1966,941115111POR,26.9500
139,"Empi 98-9415 Chrome Headlight Ring Screw Vw Bug, Vw Bus, Type 3 Vw Squareback",941195311A,7.9500
140,"Empi 9311 Headlight Bulb 7"" Round 12 Volt H4 55/60W High/Low Beam",AC941415,24.9500
141,"Heavy Duty 3 Prong Headlight Pigtail Connector, HD Hi/Low Plug Connector End",AC941420,7.9500
142,"Halogen Crystal Headlight Bulb 7"" Round 65/55W With 10 Auxiliary Led Lights",AC941425,44.9500
143,"Empi 3019-7 Headlight Housing For 7"" Headlight, Vw Baja Bug, Off-road Dune Buggy",00-3019-7,34.9500
144,"Rectangular 12 Volt Headlight Bulb 4"" X 6"" High/Low Beam",AC941414,19.9500
145,Volkswagen Ignition Switch 1958-1967 Type 1 Vw Bug / Beetle,905803111D,24.9500
146,Volkswagen Ignition Switch 1955-1967 Type 2 Vw Bus,905811211C,26.9500
147,Volkswagen Ignition Lock Cylinder With Key 1968-1970 Type 1 Vw Bug / Beetle,905853113,21.9500
148,Volkswagen Ignition Lock Cylinder With Key 1971-1979 Type 1 Vw Bug / Beetle,905855113B,21.9500
149,Volkswagen Ignition Lock Cylinder With Key 1971-1979 Type 2 Vw Bus,905855211C,21.9500
150,"Volkswagen Ignition Electrical Switch 1971 Vw Bug, Type 2 Bus 1971-73",905865111F,32.9500
151,Volkswagen Ignition Electrical Switch 1972-1974 Type 1 Vw Bug / Beetle,905865111K,19.9500
152,"Volkswagen Ignition Electrical Switch 1973-1979 Vw Bug, Ghia, Bus, Vanagon",905865111L,19.9500
153,Volkswagen Ignition Electrical Switch 1968-1970 Type 1 Vw Bug / Beetle,905865311A,32.9500
154,Classic Volkswagen Air-cooled Engine Oil Pressure Switch,919081021B,8.9500
155,Classic Volkswagen Back Up / Reverse Light Switch All Early Vw Transmissions,941521211,12.9500
156,Dash Mount Headlight Switch - Type 1 Vw Bug 1971-1977,98-9424-B,29.9500
157,Dash Mount Headlight Switch - Type 1 Vw Super Beetle 1973-1979,941531133B,29.9500
158,Dash Mount Headlight Switch - Type 1 Vw Bug 1958-1967. Bus 1968-70,941531311A,29.9500
159,"12 Volt Headlight Relay - Vw Bug, Bus, Karmann Ghia, Type 3 Squareback",941583111,19.9500
160,3 Prong Brake Light Switch For Vw Bug Ghia Bus Thing,945515113G,9.9500
161,2 Prong Brake Light Switch For Vw Bug Ghia Bus Thing,945515113H,9.9500
162,6 Volt Horn For Early Classic Volkswagen Bug Ghia Bus,951111111H,18.9500
163,12 Volt Horn For Early Classic Volkswagen Bug Ghia Bus,951113113B,18.9500
164,3 Prong Turn Signal Flasher Relay - Early Volkswagen Bug Ghia Bus,953227111D,18.9500
165,"Emergency Flasher Switch - Vw Bug, Ghia 1968-73, Vw Bus 1968-72",953235211A,29.9500
166,Wiper Switch Early Volkswagen Bug / Beetle 1968-1971,955517141A,42.9500
167,Vw Bug / Volkswagen Karmann Ghia Turn Signal Switch 1971,953513111C,44.9500
168,Vw Bug / Volkswagen Karmann Ghia Turn Signal Switch 1972-1979,953513111F,44.9500
169,Vw Bug / Volkswagen Karmann Ghia Turn Signal Switch 1968-1970,953513311B,49.9500
170,Empi 98-9576 Turn Signal Switch 1966-1967 Vw Bug Karmann Ghia,953517141F,99.9500
171,"Led Ford Teardrop Tail Light Flame Bezel Clear Lens Red Light, Pair",AC945102FCR,69.9500
172,"Led Ford Teardrop Tail Light Flame Bezel Red Lens Red Light, Pair",AC945102FR,69.9500
173,"Original Style Ford Led Tail Light Rubber Seal, Pair",AC945103S,14.9500
174,"Led Ford Teardrop Tail Light - Chrome Bezel Clear Lens Red/Amber Light, Pair",AC945104CAR,79.9500
175,"Led Ford Teardrop Tail Light - Chrome Bezel Red Lens Red Led Light, Pair",AC945104R,79.9500
176,"Led Ford Teardrop Tail Light With Blue Dot, Pair",AC945104RBD,84.9500
177,"Flush Mount Ford Led Tail Light Seal, Pair",AC945104S,14.9500
178,"Empi 9491 Blue Dots With Chrome Ring For Tail Light Lens, Pair",AC945105,14.9500
179,"LED Tail Light Lens For Vw Bug 1968-1970, Left & Right - Pair",AC945120,189.9500
180,Windshield Wiper Voltage Drop 12V To Approximately 8 Volt,AC955100,19.9500
181,"Empi 9344 Windshield Wiper Conversion, 6 Volt Wiper Motor Use W/12 Volt System",AC955102,56.9500
182,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1956-1957",AC971102,309.2000
183,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1958-1959",AC971103,285.4000
184,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1960",AC971104,265.8000
185,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1961",AC971105,265.8000
186,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1962-1964",AC971106,270.5200
187,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1966",AC971108,270.0000
188,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1967",AC971109,289.6000
189,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1968-1969",AC971110,302.2000
190,"USA Made Classic Volkswagen Type 1 Vw Bug, Complete Wire Harness Kit 1970-1971",AC971111,302.2000
191,"USA Made Classic Volkswagen Type 1 Super Beetle, Complete Wire Harness Kit 1971",AC971114,380.6000
192,"USA Made Classic Volkswagen Type 1 Super Beetle, Complete Wire Harness Kit 1972",AC971115,380.6000
193,Empi 9315 Black Water Proof Kit For 009 Distributor - Vw Air-cooled Engines,00-9315-0,14.9500
194,Bosch 009 Volkswagen Distributor Replacement Points,BOS01011,6.9500
195,Bosch 009 Volkswagen Distributor Replacement Condensers,BOS02086,8.9500
196,Bosch 009 Volkswagen Distributor Replacement Cap,BOS03010,16.9500
197,Bosch 6500 Rpm Rev Limited Rotor For 009 Volkswagen Distributors,BOS04023,49.9500
198,Bosch 7100 Rpm Rev Limited Rotor For 009 Volkswagen Distributors,BOS04028,49.9500
199,Bosch 7300 Rpm Rev Limited Rotor For 009 Volkswagen Distributors,BOS04029,51.9500
200,Bosch 009 Volkswagen Distributor Replacement Rotors,BOS04033,15.9500
201,Black Cap For Electronic Single Vacuum Advance Distributor,AC905050C,19.9500
202,Empi 43-5204 Coil Relocation Kit For Vw Air-cooled Engines,AC905255,12.9500
203,"Bosch 12 Volt High Energy Oil Filled Blue Coil, 3.4 Ohm 25,000 Volt",BOS00012-WB,68.9500
204,"Bosch 12 Volt High Energy Oil Filled Black Coil, 3.4 Ohm 25,000 Volt",BOS00012BLK,39.9500
205,009 Centrifugal Advance Distributor For Early Vw Air-cooled Engines,BOS0231178009E,54.9500
206,Empi 9432 Accu-Fire Electronic Ignition Vw Baja Bug / Buggy 009 Distributor,COMP-MAGFIREVW2X,39.9500
207,Compufire 51102 DIS-IX Pick Up Disc For 009 Volkswagen Distributors,COMPUDIS-IX DISC,28.9400
208,Compufire 51103 Magnetic Pick Up Disc For 009 Volkswagen Distributors,COMPUDISC,29.2100
209,Compufire 11100-B DIS-IX Vw Ignition System With Blue Spark Plug Wires,COMPUFIRE11100B,295.9500
210,Compufire 11100-Y DIS-IX Vw Ignition System With Yellow Spark Plug Wires,COMPUFIRE11100Y,295.9500
211,"Compufire 30350 Chrome 12V Ignition Coil 40,000 Volts Epoxy Filled 3.0 Ohm",COMPUFIRECOIL,61.9500
212,Compufire 51105-V Tachometer Hook Up For Compufire DIS-IX ELectronic Ignition,COMPUFIRETACH,41.3300
213,Compufire 21100 Electronic Ignition For Vw Centrifugal Advance 009 Distributor,COMPUFIREVW-1,103.0600
214,Compufire 21101 Electronic Ignition For Vw Vacuum Advance Distributors,COMPUFIREVW-2,103.0600
215,Compufire 41100-B Blue 8mm Silicone Ignition Wires For Vw DIS-IX Ignition,COMPUWIRE-BLUE,52.9500
216,Compufire 41100-Y Yellow 8mm Silicone Ignition Wires For Vw DIS-IX Ignition,COMPUWIRE-YELLOW,52.9500
217,Pertronix 1847A Ignitor Ignition For 12V Air-cooled Vw 009 Distributor,PER-1847A,115.9500
218,Pertronix 1847A3 Ignition Pick-up Magnet Only For 1847A And 91847A,PER-1847A3,24.9500
219,Pertronix 1847AN6 Ignitor Ignition / 6V Negative Air-cooled Vw 009 Distributor,PER-1847AN6,129.9500
220,Pertronix 1847V Ignitor Ignition For 12V Air-cooled Vw Vacuum Distributor,PER-1847V,115.9500
221,Pertronix 1847V3 Ignition Pick-up Magnet Only For 1847V,PER-1847V3,24.9500
222,Pertronix 40001 Flame Thrower 12V Chrome Coil 1.5 Ohm / 40000 Volts Oil Filled,PER-40001,62.9500
223,Pertronix 40011 Flame Thrower 12V Black Coil 1.5 Ohm / 40000 Volts Oil Filled,PER-40011,58.9500
224,Pertronix 40111 Flame Thrower 12V Black Coil 1.5 Ohm / 40000 Volts Epoxy Filled,PER-40111,66.9500
225,Pertronix 40501 Flame Thrower 12V Chrome Coil 3.0 Ohm / 40000 Volts Oil Filled,PER-40501,62.9500
226,Pertronix 40511 Flame Thrower 12V Black Coil 3.0 Ohm / 40000 Volts Oil Filled,PER-40511,58.9500
227,Pertronix 40611 Flame Thrower 12V Black Coil 3.0 Ohm / 40000 Volts Epoxy Filled,PER-40611,66.9500
228,Pertronix 45001 Flame Thrower II 12V Chrome Coil 0.6 Ohm/ 45000 Volts Oil Filled,PER-45001,66.9500
229,Pertronix 45011 Flame Thrower II 12V Black Coil 0.6 Ohm / 45000 Volts Oil Filled,PER-45011,59.9500
230,Pertronix 45111 Flame Thrower II 12V Black Coil 0.6 Ohm/45000 Volts Epoxy Filled,PER-45111,69.9500
231,"Pertronix 500 Second Strike Ignition, Digital Rev Limiter With Multiple Spark",PER-500,335.9500
232,"Pertronix 600 Digital Rev Limiter Ignition, 4-6 Or 8 Cylinder Engines",PER-600,169.9500
233,"Pertronix 60104 Flame Thrower HV 60,000 Volt E-Core Coil .045 Ohm",PER-60104,89.1000
234,"Pertronix 60130 Flame Thrower HV 60,000 Volt E-Core Coil 3.0 Ohm",PER-60130,89.1000
235,Pertronix 704101 7mm Black Ignition Wires Use With 009 Or Cast Distributors,PER-704101,54.9500
236,Pertronix 704301 7mm Blue Ignition Wires Use With 009 Or Cast Distributors,PER-704301,54.9500
237,Pertronix 704401 7mm Red Ignition Wires Use With 009 Or Cast Distributors,PER-704401,54.9500
238,Pertronix 704501 7mm Yellow Ignition Wires Use With 009 Or Cast Distributors,PER-704501,54.9500
239,Pertronix 804202 8mm Vw Black Ignition Wires Use With Billet Distributors,PER-804202,64.9500
240,Pertronix 804303 8mm Vw Blue Ignition Wires Use With Billet Distributors,PER-804303,64.9500
241,Pertronix 804404 8mm Vw Red Ignition Wires Use With Billet Distributors,PER-804404,64.9500
242,Pertronix 804505 8mm Vw Yellow Ignition Wires Use With Billet Distributors,PER-804505,64.9500
243,Pertronix 91847A Ignitor 2 Electronic Ignition For 009 Volkswagen Distributor,PER-91847A,144.9500
244,Pertronix 10001 Zinc Plated Coil Bracket For Round Coils,PER-CB10001,10.9500
245,Pertronix 10002 Chrome Plated Coil Bracket For Round Coils,PER-CB10002,15.9500
246,Pertronix D180810 Flame Thrower Ignitor 2 Billet Distributor/HEI Style Cap,PER-D180810,269.9500
247,Pertronix D186504 Flame Thrower Ignitor 1 Cast Vacuum Distributor/Vw Style Cap,PER-D186504,169.9500
248,Pertronix D186604 Flame Thrower Ignitor 1 Cast Distributor/VW Style Cap,PER-D186604,159.9500
249,Pertronix D186810 Flame Thrower Ignitor 1 Billet Distributor/HEI Style Cap,PER-D186810,244.9500
250,Pertronix D500700 Replacement Ignitor 2 Module For D180810 Distributor,PER-D500700,129.9500
251,Pertronix D500706 Replacement Ignitor 1 Module For D186810 Distributor,PER-D500706,89.9500
252,Pertronix D500709 Replacement Ignitor 1 Module For D186604 Distributor,PER-D500709,89.9500
253,Pertronix D500711 Replacement Ignitor 1 Module For D186504 Distributor,PER-D500711,82.9500
254,Pertronix D604604 Replacement Cap/Rotor For D186604 & D186504 Distributors,PER-D604604,24.9500
255,Pertronix D604710 Replacement Cap/Rotor For D180810 & D186810 Distributors,PER-D604710,39.9500
256,Pertronix D654604 Replacement Cap For D186604 & D186504 Distributors,PER-D654604,15.9500
257,Pertronix D654710 Replacement Cap For D180810 & D186810 Distributors,PER-D654710,26.9500
258,Pertronix D660701 Replacement Rotor For D180810 & D186810 Distributors,PER-D660701,20.9500
259,Pertronix D660703 Replacement Rotor For D186604 & D186504 Distributors,PER-D660703,9.9500
260,Empi 9411 Spark Plug Ignition Wire Set. Red Silicone 7mm For Air-cooled Vw Bug,AC998004,26.9500
261,Empi 9407 Spark Plug Ignition Wire Set. Blue Silicone 7mm For Air-cooled Vw Bug,AC998005,26.9500
262,Empi 9400 Spark Plug Ignition Wire Set. Yellow Silicone 7mm F/Air-cooled Vw Bug,AC998006,26.9500
263,Black Copper Core 7mm Spark Plug Wire Set For Air-cooled Vw Engines,AC998013,19.9500
264,Red Copper Core 7mm Spark Plug Wire Set For Air-cooled Vw Engines,AC998014,19.9500
265,Blue Copper Core 7mm Spark Plug Wire Set For Air-cooled Vw Engines,AC998015,19.9500
266,Yellow Copper Core 7mm Spark Plug Wire Set For Air-cooled Vw Engines,AC998016,19.9500
267,Empi B3-5202-3 Spark Plug Ignition Wire Set Red Silicone 8mm Aircooled Vw Bug,AC998024,27.9500
268,Empi B3-5202-2 Spark Plug Ignition Wire Set Blue Silicone 8mm Aircooled Vw Bug,AC998025,27.9500
269,Empi B3-5202-0 Spark Plug Ignition Wire Set Yellow Silicone 8mm Aircooled Vw Bug,AC998026,27.9500
270,Empi 9397 Red 409 Pro 10mm Spark Plug Wire Set For Air-cooled Vw Engines,AC998054,54.9500
271,Empi 9396 Blue 409 Pro 10mm Spark Plug Wire Set For Air-cooled Vw Engines,AC998055,54.9500
272,Empi 9395 Black 409 Pro 10mm Spark Plug Wire Set For Air-cooled Vw Engines,AC998056,54.9500
273,"Bosch W7CC Spark Plug 14mm x 3/4"" Reach, Sold As Set Of 4",BOSW7CC,23.9500
